catalog_id,name,category,origin,target_class,promotion_status,authority,next_requirement
analysis-calculus-and-equations-optimal-transport,optimal transport,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-inverse-problems,inverse problems,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-geometric-analysis,geometric analysis,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-ordinary-differential-equations,ordinary differential equations,"analysis, calculus, and equations",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-partial-differential-equations,partial differential equations,"analysis, calculus, and equations",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-differential-algebraic-equations,differential-algebraic equations,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-delay-differential-equations,delay differential equations,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-stochastic-differential-equations,stochastic differential equations,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-elliptic-pde,elliptic PDE,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-parabolic-pde,parabolic PDE,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-hyperbolic-pde,hyperbolic PDE,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-conservation-laws,conservation laws,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-reaction-diffusion-systems,reaction-diffusion systems,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-boundary-value-problems,boundary-value problems,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-initial-value-problems,initial-value problems,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-dynamical-systems,dynamical systems,"analysis, calculus, and equations",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-ergodic-theory,ergodic theory,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-chaos-theory,chaos theory,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-bifurcation-theory,bifurcation theory,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-hamiltonian-systems,Hamiltonian systems,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analysis-calculus-and-equations-lagrangian-systems,Lagrangian systems,"analysis, calculus, and equations",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-probability-theory,probability theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-measure-theoretic-probability,measure-theoretic probability,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-stochastic-processes,stochastic processes,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-markov-chains,Markov chains,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-markov-processes,Markov processes,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-martingale-theory,martingale theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-brownian-motion,Brownian motion,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-l-vy-processes,Lévy processes,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-random-fields,random fields,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-point-processes,point processes,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-stochastic-geometry,stochastic geometry,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-percolation-theory,percolation theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-random-graphs,random graphs,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-random-matrix-theory,random matrix theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-interacting-particle-systems,interacting particle systems,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-queueing-theory,queueing theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-reliability-theory,reliability theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-extreme-value-theory,extreme value theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-bayesian-statistics,Bayesian statistics,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-frequentist-statistics,frequentist statistics,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-likelihood-theory,likelihood theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-statistical-decision-theory,statistical decision theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-causal-inference,causal inference,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-experimental-design,experimental design,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-regression-analysis,regression analysis,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-classification,classification,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-time-series-analysis,time-series analysis,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-spatial-statistics,spatial statistics,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-multivariate-statistics,multivariate statistics,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-nonparametric-statistics,nonparametric statistics,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-semiparametric-statistics,semiparametric statistics,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-robust-statistics,robust statistics,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-high-dimensional-statistics,high-dimensional statistics,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-survival-analysis,survival analysis,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-statistical-learning-theory,statistical learning theory,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-uncertainty-quantification,uncertainty quantification,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-monte-carlo-methods,Monte Carlo methods,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-sequential-analysis,sequential analysis,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probability-and-statistics-imprecise-probability,imprecise probability,probability and statistics,wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-numerical-analysis,numerical analysis,"numerics, optimization, operations, and control",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-floating-point-analysis,floating-point analysis,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-interval-analysis,interval analysis,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-arbitrary-precision-arithmetic,arbitrary-precision arithmetic,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-numerical-linear-algebra,numerical linear algebra,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-root-finding,root finding,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-interpolation,interpolation,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-numerical-quadrature,numerical quadrature,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-numerical-differentiation,numerical differentiation,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-automatic-differentiation,automatic differentiation,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-finite-difference-methods,finite difference methods,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-finite-element-methods,finite element methods,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-finite-volume-methods,finite volume methods,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-boundary-element-methods,boundary element methods,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-spectral-methods,spectral methods,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-meshfree-methods,meshfree methods,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-multigrid-methods,multigrid methods,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-sparse-numerical-methods,sparse numerical methods,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-scientific-computing,scientific computing,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-high-performance-computing,high-performance computing,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-optimization,optimization,"numerics, optimization, operations, and control",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-convex-optimization,convex optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-nonconvex-optimization,nonconvex optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-discrete-optimization,discrete optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-integer-programming,integer programming,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-linear-programming,linear programming,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-nonlinear-programming,nonlinear programming,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-stochastic-optimization,stochastic optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-robust-optimization,robust optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-multiobjective-optimization,multiobjective optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-global-optimization,global optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-derivative-free-optimization,derivative-free optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-optimal-control,optimal control,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-model-predictive-control,model predictive control,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-variational-inequalities,variational inequalities,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-operations-research,operations research,"numerics, optimization, operations, and control",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-scheduling,scheduling,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-routing,routing,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-inventory-theory,inventory theory,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-network-optimization,network optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-simulation-optimization,simulation optimization,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-decision-analysis,decision analysis,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-systems-theory,systems theory,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-control-theory,control theory,"numerics, optimization, operations, and control",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-estimation-and-filtering,estimation and filtering,"numerics, optimization, operations, and control",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
numerics-optimization-operations-and-control-signal-processing,signal processing,"numerics, optimization, operations, and control",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-algorithms,algorithms,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-data-structures,data structures,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-computational-complexity,computational complexity,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-automata-theory,automata theory,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-formal-languages,formal languages,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-programming-languages,programming languages,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-compiler-theory,compiler theory,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-denotational-semantics,denotational semantics,"computer science, information, and AI",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-operational-semantics,operational semantics,"computer science, information, and AI",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-axiomatic-semantics,axiomatic semantics,"computer science, information, and AI",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-type-systems,type systems,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-term-rewriting,term rewriting,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-symbolic-computation,symbolic computation,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-computer-algebra,computer algebra,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-formal-verification,formal verification,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-model-checking,model checking,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-sat-solving,SAT solving,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-smt-solving,SMT solving,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-constraint-programming,constraint programming,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-abstract-interpretation,abstract interpretation,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-symbolic-execution,symbolic execution,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-databases,databases,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-distributed-systems,distributed systems,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-concurrent-systems,concurrent systems,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-real-time-systems,real-time systems,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-computer-networks,computer networks,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-information-theory,information theory,"computer science, information, and AI",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-coding-theory,coding theory,"computer science, information, and AI",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-data-compression,data compression,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-communication-theory,communication theory,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-circuit-theory,circuit theory,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-cryptography,cryptography,"computer science, information, and AI",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-quantum-computing,quantum computing,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-computer-graphics,computer graphics,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-scientific-visualization,scientific visualization,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-artificial-intelligence,artificial intelligence,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-machine-learning,machine learning,"computer science, information, and AI",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-deep-learning,deep learning,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-reinforcement-learning,reinforcement learning,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-causal-machine-learning,causal machine learning,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-probabilistic-programming,probabilistic programming,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-differentiable-programming,differentiable programming,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-neuro-symbolic-systems,neuro-symbolic systems,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computer-science-information-and-ai-agent-systems,agent systems,"computer science, information, and AI",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-classical-mechanics,classical mechanics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-analytical-mechanics,analytical mechanics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-celestial-mechanics,celestial mechanics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
